x,y
0.6298500739596721,0.5778338096407184
0.6139823629171526,0.6046593620465076
0.19154989541508066,0.38075704972026486
0.6220340306032386,0.6150504673691404
0.3335999828577008,0.1270593144302244
0.517758814608673,0.44033506829291136
0.2823380110226543,0.32142616337863406
0.436319370125416,0.40340887920930574
0.26505886608734464,0.38209281767019615
0.4139234854234341,0.4991237573814528
0.7681162670394328,0.9116327516082582
0.8531914758239786,0.0394586667651307
0.31666333585977235,0.14116951265139366
0.4619319286756171,0.6546930890111187
0.46965125131653146,0.5230278127454169
0.5593466942547763,0.4330021937214726
0.5836980598140449,0.8350781961530362
0.8597255550720642,0.5920150403585225
0.7806953215994793,0.9477835077326648
0.17398657468845896,0.7375347597896978
0.5708565921126807,0.39055031048133576
0.34488428707234214,0.2839871922531137
0.5902654239814669,0.4309179749921852
0.4972947013750622,0.7923537666909316
0.7662615187978294,0.12920024239225186
0.8919050177698864,0.20580145822372084
0.7940295025450097,0.02603149587754139
0.6470149916340532,0.8143203664175153
0.5149423834728025,0.5973731698887362
0.7121627805405224,0.10224480697652226
0.8320056428201412,0.4418162560020529
0.3070523641444712,0.5818592583038785
0.6663926168251715,0.09303744200849816
0.47462371214525295,0.40648368739988244
0.779389657736748,0.29485162756405475
0.6654214329691537,0.05241121976636302
0.549895544869354,0.9167695590131824
0.40423793932189755,0.8423082930431616
0.6191532062692505,0.8231600624020128
0.6711000971496037,0.7448209825716837
0.6726969069847769,0.4652201988734258
0.131978919394313,0.577115500282956
0.7605633473792036,0.3495234232745098
0.27052887882105736,0.6244600712042239
7.08921621553644e-4,0.9101857234490943
0.3196952911349913,0.43978948256698924
0.3802179831010251,0.5736423031846003
0.9444649810367168,0.3128339613741232
0.3304106574691799,0.2999071432836324
0.10844796953489899,0.5851693804794863
0.5574514098884481,0.3732871354161724
0.7485332574206328,0.8236378144589169
0.27217600532574304,0.7967671655164951
0.17573607529047702,0.5173254800168745
0.13747257070848584,0.5886331902374454
0.24911829702323054,0.7331458978028894
0.13011988940182945,0.2533654629369241
0.06544121232349365,0.8325769093027254
0.8874501920794047,0.9731620192550955
0.6019243873911849,0.428237535813819
0.6122034543263664,0.3633454322349244
0.8063421444618062,0.4699978320463513
0.8019830275676132,0.11363698329310754
0.482059195872857,0.5268678887584194
0.5889862237893917,0.5069896667683446
0.2661838939669515,0.1649934948328866
0.3030446889996498,0.3509060238441417
0.42972273847087783,0.8868323322222478
0.941529535686122,0.4692362789204297
0.5124138511554286,0.5781788497418107
0.58682919261976485,0.7933800938376145
0.4368648870522112,0.4075506355450448
0.449367297305721,0.722134218169369
0.5228396293404459,0.13887974606128273
0.8650939019885757,0.46215043672825673
0.7324672724981718,0.6461415371554838
0.945021596862925,0.07135206418810346
0.6500388148333811,0.5761179544893035
0.6826826102589187,0.9444273664150291
0.5022336420533197,0.05863034591311534
0.3191287358803643,0.1653796737734212
0.6881464363937196,0.32513760153203874
0.8824562976951621,0.598317059513641
0.19864219083683368,0.07891502837417572
0.3933599076676143,0.28549846121109734
0.616515111653128,0.47234031510771707
0.27165688490261986,0.5500520111946333
0.1355332268704647,0.3393847580696422
0.4788765453966286,0.6425420215236889
0.8518342656921509,0.9057123413681892
0.684455798168194,0.4979233513935419
0.762974475505754,0.9333049922156984
0.17193594647105614,0.2043972947541604
0.7902420442807409,0.11892601071623969
0.17270256055285985,0.20404996403259953
0.8303748455084776,0.258924069735219
0.1015237020980557,0.6951299611315992
0.5758364179311262,0.681351151035626
0.6977835906320181,0.21316299465251876
0.5897514691203773,0.5410429853643236
0.5900345357623823,0.780067652729332
0.5048811191669614,0.3145041608647412
0.3338987394212712,0.23867384290555255
0.7003929737023938,0.7693144409032461
0.6166578684654025,0.5378910854901133
0.24364643056411053,0.4960936415148849
0.5434029066841994,0.8247723487415267
0.46155494694131893,0.25561109909787516
0.4172376989293801,0.5008777657500417
0.849049114310174,0.33023276786086747
0.5176566673768632,0.39781802413984735
0.41508616778067825,0.6420359617564763
0.6997850467008467,0.45544124125269714
0.613926757276052,0.6737213082704625
0.8950807438418178,0.9341081512137221
0.9702618828229508,0.11582914695143587
0.6726943307276747,0.08748277087928644
0.6793716143560526,0.4987459046696262
0.47441678972914336,0.3803156260424255
0.30747739421203424,0.4889766538026693
0.3293343816907112,0.1154531662771467
0.2926233194279455,0.3508469560183549
0.9264446361339557,0.28784411982632885
0.11466649865964317,0.8462689189053986
0.5177346003614314,0.36422125959070034
0.8451157264760609,0.7026801874185841
0.9921690693288009,0.5358907211827991
0.6194539636257042,0.9675005121598853
0.5228273686394043,0.41855066137620756
0.7712686994741592,0.11286159846000264
0.4087137093185406,0.2222185754077487
0.6711931612994454,0.3837196897063366
0.48766981406835347,0.6901442932547001
0.4351536445342892,0.41708640706026506
0.25411913543706505,0.7415653567458428
0.60968230019090075,0.4644156774645624
0.6985531315393675,0.40906604994087997
0.22757314289919806,0.2217040991014779
0.2808979940670514,0.48696950969518604
0.5193793112854421,0.6509506028424883
0.5634982947516198,0.6949581610807147
0.6362723461026262,0.3560653337975928
0.3003575963177688,0.052554266029037046
0.8996535094152114,0.41111376858781606
0.648001539120444,0.7907092454330915
0.8479364747251298,0.9190221789944824
0.8675063277152278,0.3213861045055059
0.4211217451351652,0.260899167240129
0.33220461645861754,0.5100767504889466
0.42882428785319937,0.6040610812790631
0.29987328868591856,0.08372992434073159
0.4685599708883045,0.7032763208658364
0.5662256285292039,0.3532764627342077
0.3886796629358975,0.171158646650145
0.001224711842369327,0.9903240746864949
0.9775802041729813,0.2700268860044862
0.29230554360197564,0.2837071155151324
0.5813463996723235,0.4112928211013745
0.4631630785064725,0.44290836993604454
0.10042030035285182,0.31194059044122385
0.6306279294961068,3.451445768587764e-4
0.271955336746757,0.3651162388664634
0.39587523182155165,0.016294590733013932
0.10497590886428851,0.6394396937615173
0.210156202353535,0.6816795055242186
0.7493171805469243,0.5032332388125309
0.8317099553975192,0.07282090768217972
0.5185714990948275,0.49168926763114956
0.9595608372823238,0.28084714209427775
0.5089175993343764,0.9355429268116037
0.692362189332482,0.06989069244125792
0.7259928452037201,0.06699879759689731
0.2958933274657436,0.46698479012585703
0.4394442920526445,0.026609737297985485
0.6953486100770463,0.40102181870257075
0.7802842377358968,0.44823133862344094
0.3882853263243994,0.89199613404925
0.415946587375361,0.4485312483622647
0.6152401441102785,0.8183461984782396
0.5905696250405102,0.11527761456090845
0.42168774899327705,0.5771200816240103
0.9634251974592819,0.6533763339929216
0.7281326485564859,0.19453090675174997
0.24536743756616242,0.39587532500270356
0.5671909134602117,0.4966780538437838
0.6360710771731036,0.6984190564462844
0.5814054430415795,0.3293473938014325
0.4308725177124099,0.41103699246188213
0.8325176771823233,0.5096428652852723
0.014962957475799966,0.2132814926910193
0.5089300738740661,0.7756144654611047
0.6019125470495722,0.6444735610997239
0.8075049327802762,0.11465810142457374
0.1633630938339031,0.7313709953660071
0.6269967814884085,0.42124852701555515
0.7155195428198131,0.6205702544492606
0.26029527258360496,0.12135229448089258
0.24868278505746028,0.6666914019710317
0.7786336399032655,0.11834458025172237
0.8608740881341422,0.44174356449860636
0.3719208503863737,0.655945000718341
0.5524887772137244,0.5191165181691706
0.8187966369488193,0.08108934091404003
0.5296882264013348,0.31091648516943365
0.7521892484603373,0.8970388748682945
0.6550995922693916,0.31283527359598934
0.532261088218069,0.5549170820810776
0.7663159900577661,0.5723220994532981
0.9395178453158491,0.521559819327662
0.7109939587628397,0.6351628257706697
0.9922012945939686,0.23432225329801207
0.16015293006785056,0.12790151871507863
0.40652674172073194,0.23248178116511323
0.5816834251489431,0.8296953280107034
0.558639917627437,0.45606616269330963
0.5963112139538801,0.5830626572295965
0.679955948968411,0.4982574610901015
0.2694781783129993,0.37603467084234204
0.8070231969840743,0.9131909164646548
0.3839161412743813,0.06889304477022896
0.24060868645319475,0.24651674493681394
0.6560122988605805,0.30045338221126866
0.7061925109103251,0.9221869583148415
0.009156684167683081,0.6439643006911436
0.7452316671865916,0.015348112503997877
0.919735529683521,0.3224177831015517
0.48788115012226135,0.44285979622741717
0.6043169648270061,0.3089723780169121
0.8267256625625221,0.9092780120624137
0.5661340756551305,0.3364535091328401
0.6240192729234633,0.8984000890771767
0.7289900864846931,0.7576494522858335
0.9233930669911112,0.9954845552914675
